¡ÆC	T1 - K	T2 - K	T3 - K	T4 - K
1	42.3	37.5	34.7	29.9
2	42.3	37.5	34.7	29.9
3	42.3	37.5	34.7	29.9
4	42.1	37.5	34.7	29.9
5	42.1	37.4	34.7	29.9
6	42.1	37.4	34.7	29.9
7	42.1	37.4	34.7	29.9
8	42.1	37.4	34.7	29.9
9	41.8	37.4	34.7	29.9
10	41.8	37.3	34.7	29.9
11	41.8	37.3	34.7	29.9
12	41.8	37.3	34.7	29.9
13	41.8	37.3	34.7	29.9
14	41.6	37.3	34.7	29.9
15	41.6	37.3	34.7	29.9
16	41.6	37.3	34.8	29.9
17	41.6	37.3	34.8	29.9
18	41.6	37.3	34.8	29.9
19	41.5	37.3	34.8	29.9
20	41.5	37.3	34.8	29.9
21	41.5	37.3	34.8	29.9
22	41.5	37.3	34.8	29.9
23	41.5	37.3	34.8	29.9
24	41.6	37.3	34.8	29.9
25	41.6	37.4	34.8	29.9
26	41.6	37.4	34.9	29.9
27	41.6	37.4	34.9	29.8
28	42.4	37.4	34.9	29.8
29	42.4	37.4	34.9	29.8
30	42.4	37.3	34.9	29.8
31	42.4	37.3	34.9	29.8
32	42.4	37.3	34.9	29.8
33	43	37.3	34.9	29.8
34	43	37.3	34.9	29.8
35	43	37.3	34.9	29.8
36	43	37.3	35	29.8
37	43	37.3	35	29.8
38	43.2	37.3	35	29.8
39	43.2	37.5	35	29.8
40	43.2	37.5	35	29.8
41	43.2	37.5	35	29.8
42	43.2	37.5	35	30
43	43.8	37.5	35	30
44	43.8	37.7	35	30
45	43.8	37.7	35	30
46	43.8	37.7	35	30
47	43.8	37.7	35	30
48	44.5	37.7	35	30
49	44.5	37.7	35	30
50	44.5	37.7	35	30
51	44.5	37.7	35	29.8
52	45.2	37.7	35	29.8
53	45.2	37.8	35	29.8
54	45.2	37.8	35	29.8
55	45.2	37.8	35	29.8
56	45.2	37.8	35	29.8
57	45.3	37.8	35	29.8
58	45.3	38	35	29.8
59	45.3	38	35	29.8
60	45.3	38	35	29.8
61	45.3	38	35	29.8
62	46.5	38	35	29.8
63	46.5	38.2	35	29.8
64	46.5	38.2	35	29.8
65	46.5	38.2	35	29.8
66	46.5	38.2	35	30
67	46.6	38.2	35	30
68	46.6	38.5	35	30
69	46.6	38.5	35	30
70	46.6	38.5	35	30
71	46.6	38.5	35	30
72	46.8	38.5	35	30
73	46.8	38.6	35	30
74	46.8	38.6	35	30
75	46.8	38.6	35	30
76	47.7	38.6	35	30
77	47.7	38.7	35	30
78	47.7	38.7	35	30
79	47.7	38.7	35	30
80	47.7	38.7	35	29.8
81	48.3	38.7	35	29.8
82	48.3	38.8	35	29.8
83	48.3	38.8	35	29.8
84	48.3	38.8	35	29.8
85	48.3	38.8	35	29.8
86	48.5	38.8	35	29.8
87	48.5	38.9	35	29.8
88	48.5	38.9	35.2	29.8
89	48.5	38.9	35.2	29.8
90	48.5	38.9	35.2	29.8
91	48.7	38.9	35.2	29.8
92	48.7	39.1	35.2	29.8
93	48.7	39.1	35.2	29.8
94	48.7	39.1	35.2	29.8
95	48.7	39.1	35.2	29.8
96	49.1	39.1	35.2	29.8
97	49.1	39.2	35.2	29.8
98	49.1	39.2	35.5	29.8
99	49.1	39.2	35.5	29.8
100	50	39.2	35.5	29.8
101	50	39.2	35.5	29.8
102	50	39.3	35.5	29.8
103	50	39.3	35.5	29.8
104	50	39.3	35.5	29.8
105	50.1	39.3	35.5	29.8
106	50.1	39.6	35.5	29.8
107	50.1	39.6	35.5	29.8
108	50.1	39.6	35.5	29.8
109	50.1	39.6	35.5	29.8
110	50.2	39.6	35.5	29.8
111	50.2	39.7	35.5	29.8
112	50.2	39.7	35.6	29.8
113	50.2	39.7	35.6	29.8
114	50.2	39.7	35.6	29.8
115	51	39.7	35.6	29.8
116	51	39.8	35.6	29.8
117	51	39.8	35.7	29.8
118	51	39.8	35.7	29.8
119	51	39.8	35.7	29.8
120	51.1	39.8	35.7	29.8
121	51.1	40	35.7	29.8
122	51.1	40	35.8	29.8
123	51.1	40	35.8	29.8
124	51.8	40	35.8	29.8
125	51.8	40	35.8	29.8
126	51.8	40.1	35.8	29.8
127	51.8	40.1	35.8	29.8
128	51.8	40.1	35.8	29.8
129	51.9	40.1	35.8	29.8
130	51.9	40.2	35.8	29.8
131	51.9	40.2	35.8	29.8
132	51.9	40.2	35.8	29.8
133	51.9	40.2	35.8	29.8
134	51.9	40.2	35.8	29.8
135	51.9	40.4	35.8	29.8
136	51.9	40.4	35.8	29.8
137	51.9	40.4	35.8	29.8
138	51.9	40.4	35.8	29.8
139	52.1	40.4	35.8	29.8
140	52.1	40.5	35.8	29.8
141	52.1	40.5	36	29.8
142	52.1	40.5	36	29.8
143	52.1	40.5	36	29.8
144	52.9	40.5	36	29.8
145	52.9	40.7	36	29.8
146	52.9	40.7	36	29.8
147	52.9	40.7	36	29.8
148	52.9	40.7	36	29.8
149	52.8	40.7	36	29.8
150	52.8	40.8	36	29.8
151	52.8	40.8	36	29.8
152	52.8	40.8	36	29.8
153	52.8	40.8	36	29.8
154	53	40.8	36	29.8
155	53	41	36	29.8
156	53	41	36	29.8
157	53	41	36	29.8
158	53.2	41	36	29.8
159	53.2	41	36	29.8
160	53.2	41.1	36	29.8
161	53.2	41.1	36.1	29.8
162	53.2	41.1	36.1	29.8
163	53.5	41.1	36.1	29.8
164	53.5	41.1	36.1	29.8
165	53.5	41.1	36.1	29.8
166	53.5	41.1	36.1	29.8
167	53.5	41.1	36.1	30
168	53.6	41.1	36.1	30
169	53.6	41.3	36.1	30
170	53.6	41.3	36.3	30
171	53.6	41.3	36.3	30
172	53.6	41.3	36.3	30
173	53.7	41.3	36.3	30
174	53.7	41.4	36.3	30
175	53.7	41.4	36.3	30
176	53.7	41.4	36.3	30
177	53.7	41.4	36.3	30.2
178	54	41.4	36.3	30.2
179	54	41.6	36.3	30.2
180	54	41.6	36.4	30.2
181	54	41.6	36.4	30.2
182	54	41.6	36.4	30.2
183	54.2	41.6	36.4	30.2
184	54.2	41.6	36.4	30.2
185	54.2	41.6	36.4	30.2
186	54.2	41.6	36.4	30.2
187	54.5	41.6	36.4	30.2
188	54.5	41.6	36.4	30.2
189	54.5	41.6	36.4	30.2
190	54.5	41.6	36.5	30.2
191	54.5	41.6	36.5	30.2
192	54.6	41.6	36.5	30.2
193	54.6	41.6	36.5	30.2
194	54.6	41.8	36.5	30.2
195	54.6	41.8	36.6	30.2
196	54.6	41.8	36.6	30
197	55.2	41.8	36.6	30
198	55.2	42	36.6	30
199	55.2	42	36.6	30
200	55.2	42	36.7	30
201	55.2	42	36.7	30
202	55.2	42	36.7	30
203	55.2	42.1	36.7	30
204	55.2	42.1	36.7	30
205	55.2	42.1	36.8	30
206	55.2	42.1	36.8	30
207	55.3	42.1	36.8	30
208	55.3	42.2	36.8	30
209	55.3	42.2	36.9	30
210	55.3	42.2	36.9	30
211	55.3	42.2	36.9	30
212	55.4	42.2	36.9	30
213	55.4	42.2	36.9	30
214	55.4	42.2	37	30
215	55.4	42.2	37	30
216	55.4	42.2	37	30
217	56.1	42.2	37	30
218	56.1	42.4	37	30
219	56.1	42.4	37.1	30
220	56.1	42.4	37.1	30
221	56.1	42.4	37.1	30
222	56.1	42.4	37.1	30
223	56.1	42.5	37.1	30
224	56.1	42.5	37.1	30
225	56.1	42.5	37.1	30.1
226	56.1	42.5	37.1	30.1
227	56.1	42.5	37.1	30.1
228	56.1	42.7	37.1	30.1
229	56.1	42.7	37.2	30.1
230	56.1	42.7	37.2	30.1
231	56.2	42.7	37.2	30.1
232	56.2	42.9	37.2	30.1
233	56.2	42.9	37.2	30.1
234	56.2	42.9	37.2	30.1
235	56.2	42.9	37.2	30
236	56.4	42.9	37.2	30
237	56.4	43	37.2	30
238	56.4	43	37.4	30
239	56.4	43	37.4	30
240	56.4	43	37.4	30
241	56.5	43	37.4	30
242	56.5	43.2	37.4	30
243	56.5	43.2	37.4	30
244	56.5	43.2	37.4	30
245	56.5	43.2	37.4	30
246	56.7	43.2	37.4	30
247	56.7	43.3	37.4	30
248	56.7	43.3	37.5	30
249	56.7	43.3	37.5	30
250	56.8	43.3	37.5	30
251	56.8	43.3	37.5	30
252	56.8	43.3	37.5	30
253	56.8	43.3	37.6	30
254	56.8	43.3	37.6	30
255	57	43.3	37.6	30
256	57	43.3	37.6	30
257	57	43.3	37.6	30
258	57	43.3	37.7	30
259	57	43.3	37.7	30
260	57.1	43.3	37.7	30
261	57.1	43.3	37.7	30
262	57.1	43.3	37.8	30
263	57.1	43.3	37.8	30
264	57.1	43.3	37.8	30.1
265	57.2	43.3	37.8	30.1
266	57.2	43.6	37.8	30.1
267	57.2	43.6	37.9	30.1
268	57.2	43.6	37.9	30
269	57.2	43.6	37.9	30
270	57.5	43.6	37.9	30
271	57.5	43.7	37.9	30
272	57.5	43.7	38	30
273	57.5	43.7	38	30
274	57.5	43.7	38	30
275	57.5	43.7	38	30
276	57.5	43.8	38	30
277	57.5	43.8	38	30
278	57.5	43.8	38	30.5
279	57.7	43.8	38	30.5
280	57.7	44	38	30.5
281	57.7	44	38	30.5
282	57.7	44	38	30.5
283	57.7	44	38	30.6
284	57.9	44	38	30.6
285	57.9	44.1	38	30.6
286	57.9	44.1	38.1	30.6
287	57.9	44.1	38.1	30.6
288	57.9	44.1	38.1	30.5
289	58.1	44.1	38.1	30.5
290	58.1	44.1	38.1	30.5
291	58.1	44.3	38.1	30.5
292	58.1	44.3	38.1	30.5
293	58.2	44.3	38.1	30.5
294	58.2	44.3	38.1	30.5
295	58.2	44.3	38.1	30.5
296	58.2	44.3	38.3	30.5
297	58.2	44.3	38.3	30.2
298	58.3	44.3	38.3	30.2
299	58.3	44.4	38.3	30.2
300	58.3	44.4	38.3	30.2
301	58.3	44.4	38.3	30.2
302	58.3	44.4	38.3	30.2
303	58.5	44.4	38.3	30.2
304	58.5	44.4	38.3	30.2
305	58.5	44.4	38.3	30.2
306	58.5	44.4	38.3	30.2
307	58.5	44.4	38.3	30.5
308	58.6	44.4	38.3	30.5
309	58.6	44.5	38.3	30.5
310	58.6	44.5	38.3	30.5
311	58.6	44.5	38.3	30.5
312	58.6	44.5	38.3	30.5
313	58.9	44.5	38.3	30.5
314	58.9	44.6	38.3	30.5
315	58.9	44.6	38.5	30.5
316	58.9	44.6	38.5	30
317	58.9	44.6	38.5	30
318	59.2	44.6	38.5	30
319	59.2	44.7	38.5	30
320	59.2	44.7	38.6	30
321	59.2	44.7	38.6	30.4
322	59.2	44.7	38.6	30.4
323	59.2	44.7	38.6	30.4
324	59.2	44.8	38.6	30.4
325	59.2	44.8	38.8	30.4
326	59.2	44.8	38.8	30.2
327	59.3	44.8	38.8	30.2
328	59.3	45	38.8	30.2
329	59.3	45	38.8	30.2
330	59.3	45	38.8	30.2
331	59.3	45	38.8	30.2
332	59.4	45	38.8	30.2
333	59.4	45	38.8	30.2
334	59.4	45	38.9	30.2
335	59.4	45	38.9	30.2
336	59.4	45	38.9	30.5
337	59.5	45	38.9	30.5
338	59.5	45.2	38.9	30.5
339	59.5	45.2	39	30.5
340	59.5	45.2	39	30.4
341	59.5	45.2	39	30.4
342	59.6	45.2	39	30.4
343	59.6	45.3	39	30.4
344	59.6	45.3	39.1	30.4
345	59.6	45.3	39.1	30.5
346	59.7	45.3	39.1	30.5
347	59.7	45.3	39.1	30.5
348	59.7	45.4	39.1	30.5
349	59.7	45.4	39.1	30.5
350	59.7	45.4	39.1	30.6
351	59.8	45.4	39.1	30.6
352	59.8	45.5	39.1	30.6
353	59.8	45.5	39.1	30.6
354	59.8	45.5	39.3	30.6
355	59.8	45.5	39.3	29.9
356	60	45.5	39.3	29.9
357	60	45.7	39.3	29.9
358	60	45.7	39.4	29.9
359	60	45.7	39.4	29.9
360	60	45.7	39.4	30
361	60.1	45.7	39.4	30
362	60.1	45.8	39.4	30
363	60.1	45.8	39.4	30
364	60.1	45.8	39.4	30.5
365	60.1	45.8	39.4	30.5
366	60.2	45.8	39.4	30.5
367	60.2	46	39.4	30.5
368	60.2	46	39.5	30.5
369	60.2	46	39.5	30.5
370	60.4	46	39.5	30.5
371	60.4	46	39.5	30.5
372	60.4	46	39.5	30.5
373	60.4	46	39.6	30.5
374	60.4	46	39.6	30.6
375	60.5	46	39.6	30.6
376	60.5	46	39.6	30.6
377	60.5	46	39.6	30.6
378	60.5	46	39.7	30.6
379	60.5	46	39.7	30.5
380	60.7	46	39.7	30.5
381	60.7	46.1	39.7	30.5
382	60.7	46.1	39.7	30.5
383	60.7	46.1	39.7	30.5
384	60.7	46.1	39.7	30.5
385	60.7	46.1	39.7	30.5
386	60.7	46.2	39.7	30.5
387	60.7	46.2	39.9	30.5
388	60.7	46.2	39.9	30.5
389	60.7	46.2	39.9	30.5
390	60.8	46.2	39.9	30.5
391	60.8	46.3	39.9	30.5
392	60.8	46.3	40	30.5
393	60.8	46.3	40	30
394	60.8	46.3	40	30
395	60.8	46.3	40	30
396	60.8	46.3	40	30
397	60.8	46.3	40	30
398	60.8	46.3	40	30.5
399	61.1	46.3	40	30.5
400	61.1	46.5	40	30.5
401	61.1	46.5	40	30.5
402	61.1	46.5	40	30.5
403	61.1	46.5	40	30.2
404	61.2	46.5	40	30.2
405	61.2	46.6	40	30.2
406	61.2	46.6	40	30.2
407	61.2	46.6	40.1	30.2
408	61.2	46.6	40.1	30.3
409	61.3	46.6	40.1	30.3
410	61.3	46.6	40.1	30.3
411	61.3	46.6	40.2	30.3
412	61.3	46.6	40.2	30.3
413	61.3	46.6	40.2	30
414	61.3	46.6	40.2	30
415	61.3	46.6	40.2	30
416	61.3	46.6	40.2	30
417	61.3	46.6	40.2	29.8
418	61.3	46.6	40.2	29.8
419	61.3	46.6	40.2	29.8
420	61.3	46.8	40.2	29.8
421	61.3	46.8	40.2	29.8
422	61.3	46.8	40.2	29.6
423	61.4	46.8	40.2	29.6
424	61.4	46.8	40.2	29.6
425	61.4	47	40.2	29.6
426	61.4	47	40.2	29.6
427	61.4	47	40.2	29.4
428	61.7	47	40.2	29.4
429	61.7	47	40.2	29.4
430	61.7	47.1	40.2	29.4
431	61.7	47.1	40.3	29.4
432	61.7	47.1	40.3	28.7
433	61.8	47.1	40.3	28.7
434	61.8	47.1	40.3	28.7
435	61.8	47.1	40.3	28.7
436	61.8	47.1	40.5	28.7
437	61.8	47.1	40.5	28.8
438	62	47.1	40.5	28.8
439	62	47.1	40.5	28.8
440	62	47.1	40.5	28.8
441	62	47.1	40.5	28.8
442	62	47.1	40.5	29.1
443	62	47.1	40.5	29.1
444	62	47.2	40.5	29.1
445	62	47.2	40.6	29.1
446	62	47.2	40.6	29.1
447	62	47.2	40.6	29.3
448	62.1	47.2	40.6	29.3
449	62.1	47.2	40.6	29.3
450	62.1	47.2	40.7	29.3
451	62.1	47.2	40.7	29.1
452	62.1	47.2	40.7	29.1
453	62.1	47.2	40.7	29.1
454	62.1	47.3	40.7	29.1
455	62.1	47.3	40.8	29.1
456	62.1	47.3	40.8	28.8
457	62.1	47.3	40.8	28.8
458	62.2	47.3	40.8	28.8
459	62.2	47.4	40.8	28.8
460	62.2	47.4	40.8	28.8
461	62.2	47.4	40.8	28.8
462	62.2	47.4	40.8	28.8
463	62.2	47.4	40.8	28.8
464	62.2	47.5	40.8	28.8
465	62.2	47.5	41	28.8
466	62.2	47.5	41	28.8
467	62.3	47.5	41	28.8
468	62.3	47.7	41	28.8
469	62.3	47.7	41	28.8
470	62.3	47.7	41.1	28.8
471	62.3	47.7	41.1	28.9
472	62.5	47.7	41.1	28.9
473	62.5	47.7	41.1	28.9
474	62.5	47.7	41.1	28.9
475	62.5	47.7	41.1	28.9
476	62.5	47.7	41.1	28.9
477	62.6	47.7	41.1	28.9
478	62.6	47.9	41.1	28.9
479	62.6	47.9	41.2	28.9
480	62.6	47.9	41.2	28.9
481	62.6	47.9	41.2	29.1
482	62.7	47.9	41.2	29.1
483	62.7	48	41.2	29.1
484	62.7	48	41.3	29.1
485	62.7	48	41.3	28.8
486	62.7	48	41.3	28.8
487	62.8	48	41.3	28.8
488	62.8	48	41.3	28.8
489	62.8	48	41.3	28.8
490	62.8	48	41.3	29.1
491	62.8	48	41.3	29.1
492	62.9	48	41.3	29.1
493	62.9	48.1	41.3	29.1
494	62.9	48.1	41.3	29.1
495	62.9	48.1	41.3	29.1
496	62.9	48.1	41.3	29.1
497	62.9	48.1	41.3	29.1
498	62.9	48.2	41.3	29.1
499	62.9	48.2	41.3	29.1
500	62.9	48.2	41.3	29.2
501	63.1	48.2	41.3	29.2
502	63.1	48.3	41.3	29.2
503	63.1	48.3	41.3	29.2
504	63.1	48.3	41.4	29.2
505	63.1	48.3	41.4	29.2
506	63.2	48.3	41.4	29.2
507	63.2	48.3	41.4	29.2
508	63.2	48.3	41.4	29.2
509	63.2	48.3	41.4	29.2
510	63.2	48.3	41.4	29.2
511	63.3	48.3	41.4	29.2
512	63.3	48.5	41.4	29.2
513	63.3	48.5	41.5	29.2
514	63.3	48.5	41.5	29.2
515	63.3	48.5	41.5	29.2
516	63.5	48.5	41.5	29.2
517	63.5	48.6	41.5	29.2
518	63.5	48.6	41.6	29.2
519	63.5	48.6	41.6	29.2
520	63.5	48.6	41.6	29.2
521	63.5	48.6	41.6	29.2
522	63.5	48.8	41.6	29.2
523	63.5	48.8	41.7	29.2
524	63.5	48.8	41.7	29.3
525	63.5	48.8	41.7	29.3
526	63.6	48.8	41.7	29.3
527	63.6	48.8	41.7	29.3
528	63.6	48.8	41.8	29.3
529	63.6	48.8	41.8	29.3
530	63.6	48.8	41.8	29.3
531	63.7	48.8	41.8	29.3
532	63.7	48.9	41.8	29.3
533	63.7	48.9	41.8	29.3
534	63.7	48.9	41.8	29.3
535	63.9	48.9	41.8	29.3
536	63.9	48.9	41.8	29.3
537	63.9	49	41.8	29.3
538	63.9	49	41.9	29.3
539	63.9	49	41.9	29.1
540	63.9	49	41.9	29.1
541	63.9	49.1	41.9	29.1
542	63.9	49.1	41.9	29.1
543	63.9	49.1	42.1	29.1
544	63.9	49.1	42.1	29.1
545	64	49.1	42.1	29.1
546	64	49.1	42.1	29.1
547	64	49.1	42.2	29.1
548	64	49.1	42.2	29.1
549	64	49.1	42.2	29.1
550	64.2	49.1	42.2	29.1
551	64.2	49.1	42.2	29.1
552	64.2	49.1	42.2	29.1
553	64.2	49.1	42.2	29.1
554	64.2	49.1	42.2	29.2
555	64.3	49.1	42.2	29.2
556	64.3	49.3	42.2	29.2
557	64.3	49.3	42.4	29.2
558	64.3	49.3	42.4	29.1
559	64.3	49.3	42.4	29.1
560	64.3	49.3	42.4	29.1
561	64.3	49.4	42.4	29.1
562	64.3	49.4	42.5	29.1
563	64.3	49.4	42.5	29.1
564	64.4	49.4	42.5	29.1
565	64.4	49.4	42.5	29.1
566	64.4	49.4	42.5	29.1
567	64.4	49.4	42.5	29.1
568	64.4	49.4	42.5	28.9
569	64.4	49.4	42.5	28.9
570	64.4	49.4	42.5	28.9
571	64.4	49.6	42.5	28.9
572	64.4	49.6	42.5	28.9
573	64.4	49.6	42.5	28.9
574	64.6	49.6	42.5	28.9
575	64.6	49.6	42.5	28.9
576	64.6	49.6	42.5	28.9
577	64.6	49.6	42.5	28.9
578	64.6	49.6	42.5	28.9
579	64.7	49.6	42.5	28.9
580	64.7	49.6	42.5	28.9
581	64.7	49.6	42.5	28.9
582	64.7	49.6	42.5	28.9
583	64.7	49.6	42.5	29.1
584	64.8	49.6	42.5	29.1
585	64.8	49.7	42.5	29.1
586	64.8	49.7	42.6	29.1
587	64.8	49.7	42.6	29.1
588	64.8	49.7	42.6	29.3
589	64.8	49.7	42.6	29.3
590	64.8	49.8	42.6	29.3
591	64.8	49.8	42.7	29.3
592	64.8	49.8	42.7	29.3
593	64.8	49.8	42.7	29.1
594	64.8	49.8	42.7	29.1
595	64.8	50	42.7	29.1
596	64.8	50	42.7	29.1
597	64.8	50	42.7	29.1
598	64.8	50	42.7	29.1
599	64.8	50	42.7	29.1
600	64.8	50	42.7	29.1
601	64.8	50	42.8	29.1
602	64.8	50	42.8	29.1
603	64.8	50	42.8	29.1
